proLC3B,ProLC3B_S1,ProLC3B_S2,ProLC3B_S3,,LC3B II,LC3BII_S1,LC3BII_S2,LC3BII_S3,,LC3BII_p62,LC3BII_p62_S1,LC3BII_p62_S2,LC3BII_p62_S3
857000,0.3759978,0.435391,0.3777822,,857000,0.3707861,0.2970325,0.3497346,,857000,0.2343566,0.3776492,0.2988138
858000,0.3907551,0.4344949,0.3631258,,858000,0.3780147,0.2995368,0.3711684,,858000,0.224176,0.3665294,0.3050277
859000,0.3641211,0.4227688,0.3817346,,859000,0.3630479,0.2628233,0.3508435,,859000,0.232395,0.3743829,0.2911699
860000,0.3721536,0.4382908,0.3881309,,860000,0.3665695,0.266684,0.3495366,,860000,0.2359855,0.364345,0.299185
861000,0.3442639,0.4341942,0.399869,,861000,0.3599869,0.2702307,0.3537023,,861000,0.2149862,0.3837725,0.309142
862000,0.3850742,0.4456028,0.3855863,,862000,0.3508407,0.2640178,0.3598093,,862000,0.2206584,0.3801251,0.2899276
863000,0.3663243,0.4298445,0.388756,,863000,0.3621444,0.2666382,0.3503622,,863000,0.2282572,0.3743936,0.2980445
864000,0.3842875,0.4372562,0.4206664,,864000,0.3636465,0.2766147,0.3467487,,864000,0.2279001,0.3754346,0.3042895
865000,0.4051266,0.4434079,0.4162688,,865000,0.3723856,0.2778527,0.3613224,,865000,0.2182012,0.3866773,0.3119953
866000,0.4007993,0.4093584,0.4124522,,866000,0.3775538,0.2854739,0.3694483,,866000,0.2109527,0.3646785,0.3044178
867000,0.3695712,0.4277017,0.4302824,,867000,0.3750616,0.2823244,0.3505622,,867000,0.205449,0.3687406,0.3060482
868000,0.3861826,0.4371739,0.4011516,,868000,0.3660404,0.2721209,0.3821278,,868000,0.2202217,0.3962727,0.3111871
869000,0.4077221,0.4374768,0.3927758,,869000,0.3852371,0.2535734,0.3792452,,869000,0.2078804,0.3800914,0.2772966
870000,0.3890842,0.4390768,0.4020392,,870000,0.3776566,0.2635846,0.3738607,,870000,0.226332,0.3971657,0.2814885
871000,0.4214433,0.4110743,0.3918538,,871000,0.3720749,0.269484,0.3670679,,871000,0.197585,0.3816476,0.2651277
872000,0.420473,0.4295549,0.361541,,872000,0.36693,0.2596107,0.364366,,872000,0.1973273,0.3927949,0.2823388
873000,0.4358521,0.4247808,0.3795199,,873000,0.3810799,0.2871194,0.3369365,,873000,0.1871545,0.4037865,0.3041476
874000,0.4022742,0.4232695,0.4121502,,874000,0.4067693,0.2821402,0.3683278,,874000,0.2143066,0.3889902,0.2737965
875000,0.3995673,0.4301301,0.3555471,,875000,0.3951621,0.2851288,0.3584291,,875000,0.2178565,0.3820009,0.2640983
876000,0.36906,0.4190436,0.3490207,,876000,0.392877,0.288738,0.363611,,876000,0.1951586,0.3912912,0.2952262
877000,0.3618537,0.4161688,0.3867375,,877000,0.3696376,0.2820802,0.3741645,,877000,0.20474,0.3821146,0.2620233
878000,0.370041,0.4115615,0.3675352,,878000,0.3730682,0.279784,0.3701691,,878000,0.2050273,0.3805465,0.2842879
879000,0.3955612,0.4007789,0.3681057,,879000,0.3486461,0.2797401,0.3847712,,879000,0.1873821,0.3548258,0.2619124
880000,0.4002115,0.4177607,0.3575843,,880000,0.3537346,0.2798818,0.3711495,,880000,0.198811,0.3712784,0.2705355
881000,0.3952605,0.3884481,0.3396959,,881000,0.3789952,0.27874,0.386345,,881000,0.1811837,0.3804678,0.2734872
882000,0.3769539,0.4286516,0.341799,,882000,0.3649496,0.2772856,0.3660939,,882000,0.1962984,0.3617085,0.2770452
883000,0.3430921,0.4245352,0.4141734,,883000,0.3560654,0.2729369,0.3812177,,883000,0.1830205,0.3592975,0.2920686
884000,0.3918705,0.4272603,0.3700289,,884000,0.3522352,0.2731694,0.3498576,,884000,0.1967513,0.3618691,0.3050079
885000,0.3739585,0.4046084,0.3609904,,885000,0.3602676,0.3041121,0.3641312,,885000,0.1846251,0.3591174,0.2923346
886000,0.3874367,0.3818932,0.3626409,,886000,0.3510538,0.2781753,0.3412258,,886000,0.183341,0.372901,0.2868825
887000,0.3826864,0.3837424,0.3607397,,887000,0.3410131,0.2896126,0.3474686,,887000,0.1765467,0.3896754,0.2898849
888000,0.3765479,0.4079402,0.3446558,,888000,0.357007,0.2663016,0.3699442,,888000,0.1836278,0.3790343,0.3000648
889000,0.3778887,0.3934287,0.3657646,,889000,0.3630493,0.2733667,0.3836817,,889000,0.196799,0.3888448,0.2859991
890000,0.3916734,0.3862491,0.3737684,,890000,0.3582945,0.286102,0.3691979,,890000,0.1941583,0.3911861,0.2961635
891000,0.401244,0.3925694,0.3729457,,891000,0.3593506,0.2716601,0.3753298,,891000,0.1823455,0.390239,0.2696798
892000,0.3846975,0.4060697,0.3997063,,892000,0.3680758,0.2694198,0.3693638,,892000,0.1706603,0.4011787,0.2543459
893000,0.380722,0.4446591,0.3739817,,893000,0.3716089,0.2818345,0.368071,,893000,0.1744208,0.4140081,0.280678
894000,0.3888097,0.449093,0.3716749,,894000,0.36638,0.2942384,0.3946681,,894000,0.1914577,0.3968689,0.2706687
895000,0.3879609,0.4327537,0.3813358,,895000,0.3730452,0.2900338,0.3874182,,895000,0.1941756,0.3994426,0.2580443
896000,0.3958978,0.4216985,0.3862953,,896000,0.3672266,0.2919274,0.3899901,,896000,0.1804512,0.4250486,0.2476902
897000,0.3909544,0.4318718,0.3866248,,897000,0.3655102,0.2847382,0.3840292,,897000,0.1932394,0.4140203,0.2321269
898000,0.3895013,0.4244234,0.3739035,,898000,0.3802423,0.2951019,0.4048363,,898000,0.1978263,0.4113004,0.2480081
899000,0.3989319,0.4248456,0.3976273,,899000,0.3775825,0.289801,0.3828039,,899000,0.1971594,0.3837163,0.2523245
900000,0.3805269,0.4221148,0.3637096,,900000,0.3820617,0.2635417,0.3786832,,900000,0.1990678,0.4058825,0.2367911
901000,0.3881882,0.4274819,0.3827798,,901000,0.3652104,0.2650391,0.386527,,901000,0.1922592,0.3942319,0.256456
902000,0.4023535,0.4304006,0.3244819,,902000,0.3767256,0.2583797,0.3749164,,902000,0.2159538,0.3968306,0.2401087
903000,0.3921097,0.4211715,0.3507316,,903000,0.3680438,0.2581698,0.3735832,,903000,0.1910337,0.3996395,0.2506953
904000,0.4006537,0.4398354,0.3547587,,904000,0.3794197,0.2786363,0.3930126,,904000,0.2094405,0.4017662,0.2437878
905000,0.3671837,0.4461542,0.397458,,905000,0.3849569,0.2803617,0.3849433,,905000,0.1822843,0.4088414,0.2482848
906000,0.3663754,0.4320843,0.3820329,,906000,0.3703721,0.2497784,0.3805547,,906000,0.1639969,0.4001043,0.262585
907000,0.3695541,0.4410727,0.3913328,,907000,0.364985,0.2660541,0.3661152,,907000,0.1754252,0.4000021,0.2499741
908000,0.3697706,0.4268388,0.3957113,,908000,0.3666657,0.2585432,0.3817841,,908000,0.1863155,0.3988326,0.2411664
909000,0.3718869,0.4228422,0.3941467,,909000,0.3703796,0.2706892,0.3812712,,909000,0.1929628,0.4047781,0.2411412
910000,0.3902319,0.4239259,0.4017331,,910000,0.3622084,0.2659708,0.3641854,,910000,0.1781285,0.3950123,0.2467263
911000,0.3733302,0.4244321,0.3930715,,911000,0.3618047,0.2792325,0.3879142,,911000,0.2221539,0.4094411,0.2379561
912000,0.3989609,0.4274611,0.3999112,,912000,0.3722228,0.2723517,0.3517285,,912000,0.207023,0.4064103,0.247748
913000,0.4040802,0.4229236,0.3918074,,913000,0.3649491,0.2571845,0.3471586,,913000,0.2012069,0.4158166,0.2811783
914000,0.4328306,0.4263433,0.3976629,,914000,0.3752972,0.2733499,0.3515439,,914000,0.2033128,0.4087639,0.2682016
915000,0.4066518,0.4322233,0.4062926,,915000,0.366598,0.2749083,0.3475942,,915000,0.2108646,0.416066,0.2545837
916000,0.3853525,0.4393993,0.3852662,,916000,0.3501135,0.2757971,0.3789025,,916000,0.2066029,0.4092331,0.2424952
917000,0.3924647,0.4447941,0.3888358,,917000,0.3618764,0.2662605,0.3640403,,917000,0.2123147,0.4090961,0.2557267
918000,0.3830467,0.4471561,0.3629953,,918000,0.3529477,0.2791865,0.3644345,,918000,0.2128571,0.4014262,0.25914
919000,0.384956,0.4419154,0.3844595,,919000,0.3513743,0.2739039,0.3652404,,919000,0.2026172,0.4126148,0.2431388
920000,0.3817552,0.4523033,0.3707702,,920000,0.3546965,0.2928025,0.3721371,,920000,0.2078665,0.4052962,0.2600246
921000,0.3827868,0.4427305,0.3381064,,921000,0.3530444,0.262438,0.3536883,,921000,0.1878686,0.4054272,0.2531306
922000,0.3951601,0.4368639,0.3430141,,922000,0.369413,0.2665777,0.3576005,,922000,0.1919469,0.4181291,0.2506032
923000,0.395906,0.4406801,0.3707998,,923000,0.3625777,0.2759459,0.3621426,,923000,0.1974628,0.4002323,0.2502669
924000,0.3790383,0.4452663,0.3539058,,924000,0.3472316,0.2720581,0.3417491,,924000,0.1997139,0.4079718,0.2425673
925000,0.3876324,0.4380143,0.3694491,,925000,0.3487933,0.2582395,0.3452862,,925000,0.2026868,0.3956032,0.2571902
926000,0.3897144,0.4354294,0.3539703,,926000,0.3693969,0.274181,0.3442621,,926000,0.206504,0.3897954,0.2612213
927000,0.39318,0.4408098,0.3774977,,927000,0.3602437,0.2810979,0.3523096,,927000,0.2040167,0.3849782,0.2484522
928000,0.3656516,0.4472369,0.3449076,,928000,0.366312,0.2513901,0.3774027,,928000,0.1853751,0.3877113,0.241405
929000,0.3634049,0.4581862,0.3554091,,929000,0.357371,0.2726467,0.4080952,,929000,0.2045326,0.3812643,0.244663
930000,0.3856959,0.4364625,0.3495396,,930000,0.3527952,0.2490509,0.3434326,,930000,0.2249113,0.3822839,0.237233
931000,0.3968031,0.4567895,0.3475831,,931000,0.3565417,0.2617798,0.3493677,,931000,0.2169458,0.3973396,0.2374487
932000,0.4036948,0.4400853,0.355467,,932000,0.3625841,0.256926,0.3791695,,932000,0.2493191,0.3976381,0.2520715
933000,0.3892491,0.4350665,0.3580108,,933000,0.3601691,0.2664833,0.362201,,933000,0.2743268,0.4151581,0.2485284
934000,0.4073883,0.4599932,0.3464675,,934000,0.3806571,0.2444011,0.3562048,,934000,0.2585861,0.3958552,0.2413043
935000,0.3773214,0.4433147,0.3493279,,935000,0.3574569,0.2455091,0.3591953,,935000,0.2553202,0.4006467,0.2306346
936000,0.3797997,0.4476665,0.3543965,,936000,0.3540243,0.25228,0.3654997,,936000,0.2859384,0.4052819,0.2439558
937000,0.3885279,0.4417026,0.3436623,,937000,0.3528784,0.2503543,0.3651842,,937000,0.2781077,0.3927154,0.232785
938000,0.3794941,0.4467046,0.3658594,,938000,0.3464815,0.2495479,0.3251611,,938000,0.307055,0.4114438,0.2344005
939000,0.399417,0.4546923,0.3552873,,939000,0.3470142,0.2437246,0.3377334,,939000,0.2855593,0.4012114,0.2313214
940000,0.3876954,0.4380209,0.3259386,,940000,0.3615607,0.2658611,0.3816109,,940000,0.289006,0.3984287,0.2417995
941000,0.3803473,0.432607,0.3457714,,941000,0.3377613,0.2626575,0.4026626,,941000,0.2663082,0.407713,0.249902
942000,0.3725115,0.4293195,0.3559843,,942000,0.3517312,0.2598595,0.4129603,,942000,0.2748628,0.3827923,0.236106
943000,0.3763957,0.4376796,0.3525612,,943000,0.3530546,0.2403771,0.387623,,943000,0.3151433,0.3838716,0.2337537
944000,0.3839178,0.4406128,0.3590547,,944000,0.3517758,0.2523987,0.3814337,,944000,0.2623787,0.364121,0.2347702
945000,0.36695,0.4348426,0.3473049,,945000,0.353479,0.248837,0.3830647,,945000,0.2558336,0.3877063,0.2452431
946000,0.3976703,0.4206764,0.3709854,,946000,0.3451083,0.2445869,0.3752327,,946000,0.2452981,0.3838323,0.2360484
947000,0.3764809,0.4257078,0.3521175,,947000,0.3551492,0.2535519,0.3749162,,947000,0.2876438,0.3997214,0.2448242
948000,0.3935168,0.430999,0.3552171,,948000,0.3591897,0.2740396,0.3716748,,948000,0.2656105,0.3776809,0.2365244
949000,0.3954325,0.4354626,0.3470952,,949000,0.360341,0.2656292,0.3546946,,949000,0.2780491,0.3999735,0.2221699
950000,0.3858668,0.4387591,0.3319327,,950000,0.3405653,0.2385829,0.3740186,,950000,0.2771455,0.3921579,0.2480563
951000,0.3770084,0.4498232,0.3528954,,951000,0.3350032,0.2609669,0.3561628,,951000,0.2721448,0.3800014,0.2469668
952000,0.3704884,0.4364985,0.3627142,,952000,0.3340497,0.2446811,0.3701987,,952000,0.245747,0.3978243,0.258422
953000,0.3679594,0.4394423,0.3680829,,953000,0.3406877,0.2453183,0.3472184,,953000,0.2671247,0.3945006,0.2586842
954000,0.3726122,0.4534246,0.3710821,,954000,0.3468635,0.2352263,0.347935,,954000,0.2431935,0.3960385,0.2657719
955000,0.375053,0.4500288,0.3718194,,955000,0.3485163,0.2571146,0.3381673,,955000,0.2419455,0.3961829,0.2528644
956000,0.4023382,0.4326332,0.401244,,956000,0.3672754,0.2669165,0.3298635,,956000,0.2170066,0.4117758,0.2537772
957000,0.3913912,0.4344846,0.344842,,957000,0.3580285,0.2578932,0.3459404,,957000,0.2213594,0.4063868,0.2553274
958000,0.3999874,0.4274411,0.3506518,,958000,0.3665946,0.2607221,0.3540125,,958000,0.2463892,0.3829138,0.2478052
959000,0.380708,0.4395763,0.3458947,,959000,0.3759358,0.2354899,0.3609346,,959000,0.2242924,0.3885409,0.2616203
960000,0.3824786,0.4289143,0.3515106,,960000,0.3716613,0.2292168,0.3566511,,960000,0.2245191,0.3777296,0.2513559
961000,0.3874738,0.4216366,0.3517119,,961000,0.3765772,0.2472284,0.3688655,,961000,0.2198865,0.3813958,0.2448455
962000,0.3541473,0.4036059,0.350902,,962000,0.3766005,0.2347598,0.3637749,,962000,0.2138168,0.3720163,0.2404851
963000,0.374108,0.4318539,0.3715169,,963000,0.360794,0.2369546,0.3632377,,963000,0.2053109,0.3718246,0.2469985
964000,0.3865325,0.4366234,0.3550515,,964000,0.3638707,0.2468078,0.369994,,964000,0.2032024,0.3780198,0.2404584
965000,0.3878242,0.4334449,0.351509,,965000,0.3760319,0.2680557,0.3749516,,965000,0.2184581,0.381373,0.250565
966000,0.390316,0.4377041,0.341788,,966000,0.3361028,0.2753991,0.3598636,,966000,0.2073352,0.3818411,0.2468346
967000,0.3896122,0.4366825,0.3624101,,967000,0.3504746,0.2709396,0.3639821,,967000,0.2303545,0.3848479,0.2472197
968000,0.3833604,0.4278467,0.3505648,,968000,0.3750769,0.2712668,0.3717648,,968000,0.2248525,0.3952668,0.2575056
969000,0.3819777,0.4293676,0.3668218,,969000,0.3649954,0.2942533,0.3688993,,969000,0.215012,0.3729835,0.2478032
970000,0.3737144,0.4348677,0.3760378,,970000,0.3732676,0.266893,0.3698872,,970000,0.215332,0.3956597,0.2494306
971000,0.3552297,0.4228688,0.3983758,,971000,0.3649138,0.2594572,0.3781302,,971000,0.23318,0.3852051,0.2468806
972000,0.3696391,0.4382524,0.361399,,972000,0.3505251,0.2571465,0.3750651,,972000,0.2165934,0.3827547,0.2626466
973000,0.4170529,0.4312078,0.3894428,,973000,0.3627596,0.2679262,0.3679679,,973000,0.2172599,0.3787426,0.2501795
974000,0.3943638,0.4372565,0.3746565,,974000,0.3757702,0.2539767,0.3769349,,974000,0.1971775,0.3905428,0.2666177
975000,0.3995027,0.4261479,0.427178,,975000,0.3645025,0.2597706,0.3774338,,975000,0.2005711,0.3980404,0.250149
976000,0.3808925,0.4279478,0.4604304,,976000,0.3798547,0.2594861,0.3685105,,976000,0.2004355,0.3827162,0.2574784
977000,0.3755419,0.428051,0.3967209,,977000,0.3552674,0.24711,0.3822562,,977000,0.1927617,0.3802211,0.2590773
978000,0.3761858,0.4188685,0.3870594,,978000,0.3646816,0.2582046,0.3879183,,978000,0.1750671,0.3801807,0.2551363
979000,0.3878919,0.4434381,0.3976033,,979000,0.3688178,0.2455468,0.3773109,,979000,0.1736678,0.3902668,0.2641904
980000,0.3796453,0.4343074,0.4322359,,980000,0.3549224,0.2255455,0.3832037,,980000,0.1751023,0.3883804,0.2449704
981000,0.3763318,0.4433221,0.4510428,,981000,0.3720866,0.25352,0.3872737,,981000,0.1896026,0.410354,0.2642135
982000,0.35197,0.4414302,0.4089499,,982000,0.3550082,0.2597763,0.3580784,,982000,0.190003,0.3819474,0.2627591
983000,0.3586068,0.4303667,0.4219676,,983000,0.3574548,0.2449514,0.3391783,,983000,0.1902831,0.3832572,0.2543723
984000,0.3675263,0.4236648,0.4345199,,984000,0.362399,0.2322665,0.3571737,,984000,0.1939163,0.3946179,0.2378309
985000,0.3652069,0.4273204,0.3888219,,985000,0.33918,0.27501,0.3772361,,985000,0.1931096,0.4041055,0.2323393
986000,0.3586592,0.449486,0.4684814,,986000,0.3522938,0.2676917,0.3896427,,986000,0.2015949,0.3926243,0.224073
987000,0.3881705,0.422265,0.4375712,,987000,0.3594355,0.236333,0.3823065,,987000,0.1977664,0.403216,0.2252276
988000,0.3887793,0.4291566,0.4011348,,988000,0.3524721,0.2428678,0.3706564,,988000,0.1953446,0.3936371,0.2373178
989000,0.3888863,0.4474503,0.4355207,,989000,0.3504319,0.2627496,0.3806647,,989000,0.2035594,0.3919214,0.232312
990000,0.3944255,0.4173582,0.421451,,990000,0.3573579,0.2553286,0.3701309,,990000,0.2024854,0.4049294,0.2353237
991000,0.3955441,0.4413527,0.3954719,,991000,0.3301291,0.2553295,0.3907601,,991000,0.2151224,0.4063275,0.2447584
992000,0.3813495,0.4331345,0.4155795,,992000,0.3448341,0.2532243,0.3733138,,992000,0.1948286,0.4038596,0.2245408
993000,0.3918574,0.4352255,0.4406579,,993000,0.3582268,0.2697228,0.3763593,,993000,0.1946118,0.3912554,0.2421704
994000,0.3992366,0.4422134,0.4636992,,994000,0.3578517,0.2664946,0.3874776,,994000,0.1967643,0.3831839,0.2453825
995000,0.3801675,0.434172,0.476167,,995000,0.3473829,0.2527878,0.3707164,,995000,0.21489,0.3890843,0.245366
996000,0.3820373,0.4421248,0.4775031,,996000,0.3619345,0.2572416,0.394635,,996000,0.2072631,0.3879667,0.2491892
997000,0.3726334,0.4436667,0.4760072,,997000,0.3722055,0.269058,0.4302649,,997000,0.1983815,0.3897311,0.2556932
998000,0.3676718,0.4329166,0.4704188,,998000,0.3777209,0.2599862,0.4160913,,998000,0.2173468,0.3993528,0.2643796
999000,0.3806926,0.4266721,0.4674117,,999000,0.3721356,0.2777047,0.4238522,,999000,0.2209126,0.404705,0.256714
1000000,0.3679194,0.4323187,0.4690169,,1000000,0.3760045,0.2658034,0.4078908,,1000000,0.2116367,0.4014028,0.2473713
AVG,0.409124231,0.416473802,0.390427344,,,0.315073573,0.265277998,0.333935072,,,0.198949023,0.356660663,0.231979501
STD Dev,0.029083887,0.031528371,0.037014118,,,0.037960475,0.023901768,0.049608372,,,0.028381703,0.048274965,0.034812307
Trj Avg,,,,,,0.304762214,,,,,0.262529729,,
STD error,,,,,,0.020479189,,,,,0.048021619,,
