,FRAME        , VOLUME (A^3) , SURF. A. (A^2),Time
316,316,72.75,43.125,0.3150000000000002
317,317,61.875,40.875,0.3160000000000002
318,318,77.5,47.5,0.3170000000000002
319,319,50.375,33.75,0.3180000000000002
320,320,67.75,46.625,0.31900000000000023
321,321,64.5,41.125,0.32000000000000023
322,322,68.75,44.75,0.32100000000000023
323,323,49.875,41.125,0.32200000000000023
324,324,51.125,33.0,0.32300000000000023
325,325,89.5,54.25,0.32400000000000023
326,326,90.5,45.125,0.32500000000000023
327,327,83.0,41.625,0.32600000000000023
328,328,87.0,46.375,0.32700000000000023
329,329,67.125,43.875,0.32800000000000024
330,330,88.125,42.125,0.32900000000000024
331,331,80.5,49.875,0.33000000000000024
332,332,75.5,43.25,0.33100000000000024
333,333,44.375,39.125,0.33200000000000024
334,334,72.375,42.875,0.33300000000000024
335,335,68.375,50.625,0.33400000000000024
336,336,75.625,42.75,0.33500000000000024
337,337,77.375,41.125,0.33600000000000024
338,338,70.625,48.25,0.33700000000000024
339,339,40.125,29.0,0.33800000000000024
340,340,38.75,30.25,0.33900000000000025
341,341,71.375,36.5,0.34000000000000025
342,342,66.75,38.0,0.34100000000000025
343,343,54.125,33.375,0.34200000000000025
344,344,93.5,54.5,0.34300000000000025
345,345,103.75,50.75,0.34400000000000025
346,346,72.875,52.25,0.34500000000000025
347,347,85.625,44.5,0.34600000000000025
348,348,20.875,31.375,0.34700000000000025
349,349,39.375,35.125,0.34800000000000025
350,350,39.0,47.25,0.34900000000000025
351,351,35.0,32.5,0.35000000000000026
352,352,79.125,43.125,0.35100000000000026
353,353,60.375,37.25,0.35200000000000026
354,354,71.75,52.0,0.35300000000000026
355,355,73.5,43.75,0.35400000000000026
356,356,40.125,36.625,0.35500000000000026
357,357,55.375,34.0,0.35600000000000026
358,358,78.0,43.75,0.35700000000000026
359,359,72.875,37.0,0.35800000000000026
360,360,69.125,47.0,0.35900000000000026
361,361,49.375,40.0,0.36000000000000026
362,362,64.375,37.0,0.36100000000000027
363,363,59.75,53.625,0.36200000000000027
364,364,43.625,34.125,0.36300000000000027
365,365,95.625,46.75,0.36400000000000027
366,366,82.0,52.625,0.36500000000000027
367,367,80.625,46.5,0.36600000000000027
368,368,71.875,52.0,0.36700000000000027
369,369,81.5,43.0,0.36800000000000027
370,370,39.75,35.75,0.36900000000000027
371,371,63.0,37.625,0.3700000000000003
372,372,57.5,34.75,0.3710000000000003
373,373,87.5,52.5,0.3720000000000003
374,374,31.0,38.75,0.3730000000000003
375,375,59.5,39.625,0.3740000000000003
376,376,59.125,41.125,0.3750000000000003
377,377,63.75,45.375,0.3760000000000003
378,378,81.125,46.5,0.3770000000000003
379,379,77.75,39.125,0.3780000000000003
380,380,66.75,42.75,0.3790000000000003
381,381,62.25,36.625,0.3800000000000003
382,382,66.25,46.375,0.3810000000000003
383,383,57.25,39.75,0.3820000000000003
384,384,85.0,49.5,0.3830000000000003
385,385,76.0,40.5,0.3840000000000003
386,386,82.75,43.125,0.3850000000000003
387,387,80.75,45.25,0.3860000000000003
388,388,66.375,39.875,0.3870000000000003
389,389,73.5,41.25,0.3880000000000003
390,390,60.875,40.0,0.3890000000000003
391,391,69.25,39.625,0.3900000000000003
392,392,58.75,41.375,0.3910000000000003
393,393,75.875,42.0,0.3920000000000003
394,394,79.0,39.875,0.3930000000000003
395,395,37.0,33.875,0.3940000000000003
396,396,62.25,40.5,0.3950000000000003
397,397,63.625,43.25,0.3960000000000003
398,398,84.25,50.125,0.3970000000000003
399,399,71.75,50.75,0.3980000000000003
400,400,44.5,39.5,0.3990000000000003
401,401,47.0,45.875,0.4000000000000003
402,402,85.125,52.875,0.4010000000000003
403,403,69.625,48.5,0.4020000000000003
404,404,61.625,41.625,0.4030000000000003
405,405,71.0,47.875,0.4040000000000003
406,406,61.0,42.75,0.4050000000000003
407,407,38.625,37.875,0.4060000000000003
408,408,86.25,51.25,0.4070000000000003
409,409,58.75,49.125,0.4080000000000003
410,410,63.375,45.125,0.4090000000000003
411,411,43.875,37.875,0.4100000000000003
412,412,58.75,39.75,0.4110000000000003
413,413,24.75,34.5,0.4120000000000003
414,414,78.125,52.375,0.4130000000000003
415,415,77.75,48.0,0.4140000000000003
416,416,45.625,46.125,0.4150000000000003
417,417,105.375,72.125,0.4160000000000003
418,418,85.25,62.875,0.4170000000000003
419,419,84.625,57.75,0.4180000000000003
420,420,55.75,33.75,0.4190000000000003
421,421,104.25,53.875,0.4200000000000003
422,422,109.25,69.25,0.4210000000000003
423,423,84.5,54.25,0.4220000000000003
424,424,64.75,43.625,0.4230000000000003
425,425,90.0,46.625,0.4240000000000003
426,426,81.875,40.75,0.4250000000000003
427,427,62.125,39.875,0.4260000000000003
428,428,60.375,48.5,0.4270000000000003
429,429,85.125,40.125,0.4280000000000003
430,430,50.875,44.875,0.4290000000000003
431,431,70.125,41.625,0.4300000000000003
432,432,75.75,51.375,0.4310000000000003
433,433,89.75,51.0,0.43200000000000033
434,434,19.75,24.375,0.43300000000000033
435,435,80.625,45.375,0.43400000000000033
436,436,80.5,47.625,0.43500000000000033
437,437,83.0,51.75,0.43600000000000033
438,438,52.0,41.875,0.43700000000000033
439,439,58.25,32.75,0.43800000000000033
440,440,52.875,38.375,0.43900000000000033
441,441,94.625,57.125,0.44000000000000034
442,442,81.875,49.25,0.44100000000000034
443,443,91.625,54.625,0.44200000000000034
444,444,37.125,27.0,0.44300000000000034
445,445,63.625,41.5,0.44400000000000034
446,446,47.0,38.625,0.44500000000000034
447,447,65.375,38.625,0.44600000000000034
448,448,30.75,30.625,0.44700000000000034
449,449,71.75,44.375,0.44800000000000034
450,450,59.75,34.375,0.44900000000000034
451,451,75.125,45.125,0.45000000000000034
452,452,76.875,41.0,0.45100000000000035
453,453,87.125,45.375,0.45200000000000035
454,454,61.125,36.25,0.45300000000000035
455,455,74.375,49.25,0.45400000000000035
456,456,66.5,48.375,0.45500000000000035
457,457,67.125,43.875,0.45600000000000035
458,458,73.375,40.0,0.45700000000000035
459,459,58.5,40.75,0.45800000000000035
460,460,85.0,43.0,0.45900000000000035
461,461,92.5,50.125,0.46000000000000035
462,462,68.5,37.375,0.46100000000000035
463,463,59.5,41.625,0.46200000000000035
464,464,73.375,40.875,0.46300000000000036
465,465,75.25,51.25,0.46400000000000036
466,466,63.875,39.0,0.46500000000000036
467,467,51.875,33.0,0.46600000000000036
468,468,62.125,35.875,0.46700000000000036
469,469,61.25,39.875,0.46800000000000036
470,470,83.625,45.25,0.46900000000000036
471,471,73.125,43.25,0.47000000000000036
472,472,55.5,36.125,0.47100000000000036
473,473,61.375,40.0,0.47200000000000036
474,474,57.75,33.875,0.47300000000000036
475,475,62.25,43.25,0.47400000000000037
476,476,82.875,48.375,0.47500000000000037
477,477,61.25,39.25,0.47600000000000037
478,478,50.0,34.5,0.47700000000000037
479,479,61.75,40.375,0.47800000000000037
480,480,62.375,43.75,0.47900000000000037
481,481,59.125,42.375,0.48000000000000037
482,482,58.125,42.5,0.48100000000000037
483,483,76.625,43.875,0.4820000000000004
484,484,77.0,50.0,0.4830000000000004
485,485,87.375,45.25,0.4840000000000004
486,486,76.0,40.625,0.4850000000000004
487,487,58.625,39.375,0.4860000000000004
488,488,70.75,48.0,0.4870000000000004
489,489,81.25,49.0,0.4880000000000004
490,490,87.375,43.875,0.4890000000000004
491,491,44.0,41.625,0.4900000000000004
492,492,61.125,43.375,0.4910000000000004
493,493,63.625,43.625,0.4920000000000004
494,494,88.5,48.375,0.4930000000000004
495,495,64.75,41.125,0.4940000000000004
496,496,58.125,36.75,0.4950000000000004
497,497,80.5,42.625,0.4960000000000004
498,498,98.25,57.625,0.4970000000000004
499,499,57.125,40.25,0.4980000000000004
500,500,83.25,47.0,0.4990000000000004
501,501,57.75,40.625,0.5000000000000003
502,502,107.125,56.625,0.5010000000000003
503,503,80.125,46.375,0.5020000000000003
504,504,98.5,52.625,0.5030000000000003
505,505,148.875,71.75,0.5040000000000003
506,506,59.25,42.375,0.5050000000000003
507,507,58.75,42.75,0.5060000000000003
508,508,64.875,43.625,0.5070000000000003
509,509,50.625,39.625,0.5080000000000003
510,510,63.75,42.0,0.5090000000000003
511,511,63.0,37.0,0.5100000000000003
512,512,65.375,46.0,0.5110000000000003
513,513,97.5,50.0,0.5120000000000003
514,514,51.875,31.5,0.5130000000000003
515,515,79.25,46.25,0.5140000000000003
516,516,51.375,33.5,0.5150000000000003
517,517,58.125,34.625,0.5160000000000003
518,518,72.625,39.5,0.5170000000000003
519,519,69.25,42.0,0.5180000000000003
520,520,67.25,39.0,0.5190000000000003
521,521,68.375,44.875,0.5200000000000004
522,522,31.0,34.5,0.5210000000000004
523,523,77.5,43.0,0.5220000000000004
524,524,67.75,49.625,0.5230000000000004
525,525,55.5,35.375,0.5240000000000004
526,526,80.125,43.375,0.5250000000000004
527,527,73.5,48.375,0.5260000000000004
528,528,57.875,39.25,0.5270000000000004
529,529,67.25,35.5,0.5280000000000004
530,530,91.75,60.0,0.5290000000000004
531,531,51.375,46.875,0.5300000000000004
532,532,57.25,41.875,0.5310000000000004
533,533,67.5,41.375,0.5320000000000004
534,534,63.0,36.875,0.5330000000000004
535,535,85.375,49.875,0.5340000000000004
536,536,43.0,30.5,0.5350000000000004
537,537,54.125,39.125,0.5360000000000004
538,538,77.25,42.25,0.5370000000000004
539,539,77.75,46.5,0.5380000000000004
540,540,45.75,36.875,0.5390000000000004
541,541,110.625,53.5,0.5400000000000004
542,542,79.125,42.375,0.5410000000000004
543,543,74.375,46.0,0.5420000000000004
544,544,77.0,54.125,0.5430000000000004
545,545,57.0,36.125,0.5440000000000004
546,546,82.375,43.625,0.5450000000000004
547,547,93.875,54.375,0.5460000000000004
