,FRAME        , VOLUME (A^3) , SURF. A. (A^2),Time
1297,1297,69.25,40.125,0.06480000000000083
1299,1299,63.375,38.125,0.06490000000000083
1301,1301,65.125,37.75,0.06500000000000083
1303,1303,66.875,43.75,0.06510000000000084
1305,1305,75.0,40.75,0.06520000000000084
1307,1307,59.625,36.25,0.06530000000000084
1309,1309,74.25,48.875,0.06540000000000085
1311,1311,69.875,37.625,0.06550000000000085
1313,1313,66.75,44.25,0.06560000000000085
1315,1315,65.125,44.625,0.06570000000000085
1317,1317,85.75,47.375,0.06580000000000086
1319,1319,74.0,38.5,0.06590000000000086
1321,1321,66.625,44.125,0.06600000000000086
1323,1323,80.375,42.25,0.06610000000000087
1325,1325,88.25,46.75,0.06620000000000087
1327,1327,64.375,37.625,0.06630000000000087
1329,1329,65.875,45.0,0.06640000000000087
1331,1331,81.625,45.125,0.06650000000000088
1333,1333,72.25,42.0,0.06660000000000088
1335,1335,79.0,41.0,0.06670000000000088
1337,1337,59.25,34.625,0.06680000000000089
1339,1339,60.375,38.875,0.06690000000000089
1341,1341,84.0,44.75,0.06700000000000089
1343,1343,63.5,36.0,0.0671000000000009
1345,1345,70.75,42.625,0.0672000000000009
1347,1347,59.75,37.75,0.0673000000000009
1349,1349,69.625,42.5,0.0674000000000009
1351,1351,68.0,38.875,0.0675000000000009
1353,1353,78.25,41.5,0.06760000000000091
1355,1355,70.5,43.25,0.06770000000000091
1357,1357,60.75,39.625,0.06780000000000092
1359,1359,85.625,37.875,0.06790000000000092
1361,1361,64.75,43.25,0.06800000000000092
1363,1363,74.875,39.25,0.06810000000000092
1365,1365,75.875,41.0,0.06820000000000093
1367,1367,69.5,43.25,0.06830000000000093
1369,1369,72.0,42.125,0.06840000000000093
1371,1371,79.0,41.875,0.06850000000000094
1373,1373,75.75,42.75,0.06860000000000094
1375,1375,84.25,43.5,0.06870000000000094
1377,1377,78.875,48.625,0.06880000000000094
1379,1379,66.5,44.25,0.06890000000000095
1381,1381,76.0,45.125,0.06900000000000095
1383,1383,72.0,48.375,0.06910000000000095
1385,1385,80.75,41.625,0.06920000000000096
1387,1387,71.75,49.5,0.06930000000000096
1389,1389,77.875,43.875,0.06940000000000096
1391,1391,76.375,45.25,0.06950000000000096
1393,1393,72.125,45.25,0.06960000000000097
1395,1395,58.75,41.875,0.06970000000000097
1397,1397,72.5,45.875,0.06980000000000097
1399,1399,67.5,42.75,0.06990000000000098
1401,1401,62.75,45.75,0.07000000000000098
1403,1403,69.75,48.25,0.07010000000000098
1405,1405,85.75,42.25,0.07020000000000098
1407,1407,87.5,45.25,0.07030000000000099
1409,1409,83.0,45.25,0.07040000000000099
1411,1411,45.125,37.875,0.07050000000000099
1413,1413,54.125,43.25,0.070600000000001
1415,1415,53.125,46.875,0.070700000000001
1417,1417,78.375,59.75,0.070800000000001
1419,1419,71.0,52.75,0.070900000000001
1421,1421,52.5,44.0,0.071000000000001
1423,1423,50.375,48.0,0.07110000000000101
1425,1425,53.5,40.125,0.07120000000000101
1427,1427,67.375,44.75,0.07130000000000102
1429,1429,46.5,35.875,0.07140000000000102
1431,1431,70.125,46.375,0.07150000000000102
1433,1433,72.25,48.375,0.07160000000000102
1435,1435,59.375,46.0,0.07170000000000103
1437,1437,58.75,47.625,0.07180000000000103
1439,1439,78.0,50.25,0.07190000000000103
1441,1441,70.25,50.75,0.07200000000000104
1443,1443,70.125,52.5,0.07210000000000104
1445,1445,58.875,39.625,0.07220000000000104
1447,1447,59.375,40.5,0.07230000000000104
1449,1449,59.875,44.75,0.07240000000000105
1451,1451,75.75,52.25,0.07250000000000105
1453,1453,71.375,50.375,0.07260000000000105
1455,1455,61.5,43.625,0.07270000000000106
1457,1457,70.125,47.375,0.07280000000000106
1459,1459,57.375,54.0,0.07290000000000106
1461,1461,66.625,46.625,0.07300000000000106
1463,1463,51.25,39.75,0.07310000000000107
1465,1465,58.375,38.75,0.07320000000000107
1467,1467,48.125,35.5,0.07330000000000107
1469,1469,61.0,46.25,0.07340000000000108
1471,1471,67.5,41.625,0.07350000000000108
1473,1473,55.875,37.5,0.07360000000000108
1475,1475,52.5,39.125,0.07370000000000108
1477,1477,76.375,38.875,0.07380000000000109
1479,1479,59.5,41.125,0.07390000000000109
1481,1481,62.0,41.125,0.07400000000000109
1483,1483,57.375,41.875,0.0741000000000011
1485,1485,76.125,43.25,0.0742000000000011
1487,1487,61.25,38.875,0.0743000000000011
1489,1489,70.5,43.25,0.0744000000000011
1491,1491,60.25,35.75,0.07450000000000111
1493,1493,65.875,43.0,0.07460000000000111
1495,1495,73.75,39.5,0.07470000000000111
1497,1497,77.5,46.625,0.07480000000000112
1499,1499,74.875,39.25,0.07490000000000112
1501,1501,73.375,41.0,0.07500000000000112
1503,1503,74.125,37.625,0.07510000000000112
1505,1505,76.875,43.0,0.07520000000000113
1507,1507,97.375,46.25,0.07530000000000113
1509,1509,97.25,46.625,0.07540000000000113
1511,1511,80.0,44.625,0.07550000000000114
1513,1513,72.875,38.375,0.07560000000000114
1515,1515,80.375,38.375,0.07570000000000114
1517,1517,80.875,46.25,0.07580000000000114
1519,1519,74.75,40.0,0.07590000000000115
1521,1521,86.625,44.75,0.07600000000000115
1523,1523,81.625,47.0,0.07610000000000115
1525,1525,89.75,45.0,0.07620000000000116
1527,1527,76.875,38.375,0.07630000000000116
1529,1529,76.625,41.125,0.07640000000000116
1531,1531,64.5,42.125,0.07650000000000116
1533,1533,58.0,36.75,0.07660000000000117
1535,1535,82.375,43.625,0.07670000000000117
1537,1537,82.875,43.5,0.07680000000000117
1539,1539,91.0,47.75,0.07690000000000118
1541,1541,70.125,39.625,0.07700000000000118
1543,1543,85.0,45.5,0.07710000000000118
1545,1545,91.0,46.75,0.07720000000000118
1547,1547,64.125,43.875,0.07730000000000119
1549,1549,69.0,40.875,0.07740000000000119
1551,1551,81.5,45.0,0.07750000000000119
1553,1553,74.75,44.625,0.0776000000000012
1555,1555,78.0,45.875,0.0777000000000012
1557,1557,66.25,37.25,0.0778000000000012
1559,1559,84.0,45.5,0.0779000000000012
1561,1561,82.375,43.375,0.07800000000000121
1563,1563,61.875,40.375,0.07810000000000121
1565,1565,86.25,41.875,0.07820000000000121
1567,1567,87.125,45.375,0.07830000000000122
1569,1569,67.5,45.125,0.07840000000000122
1571,1571,96.375,47.5,0.07850000000000122
1573,1573,80.0,47.375,0.07860000000000122
1575,1575,67.125,44.625,0.07870000000000123
1577,1577,78.0,49.25,0.07880000000000123
1579,1579,78.0,43.875,0.07890000000000123
1581,1581,59.125,39.125,0.07900000000000124
1583,1583,71.625,43.25,0.07910000000000124
1585,1585,67.625,42.25,0.07920000000000124
1587,1587,78.0,41.5,0.07930000000000124
1589,1589,72.25,41.5,0.07940000000000125
1591,1591,66.0,43.0,0.07950000000000125
1593,1593,60.625,38.125,0.07960000000000125
1595,1595,55.625,37.375,0.07970000000000126
1597,1597,62.75,41.75,0.07980000000000126
1599,1599,76.25,45.0,0.07990000000000126
1601,1601,52.0,36.25,0.08000000000000126
1603,1603,76.75,43.875,0.08010000000000127
1605,1605,84.125,52.625,0.08020000000000127
1607,1607,71.125,44.625,0.08030000000000127
1609,1609,71.875,40.75,0.08040000000000128
1611,1611,92.375,50.25,0.08050000000000128
1613,1613,71.375,43.125,0.08060000000000128
1615,1615,70.625,41.25,0.08070000000000128
1617,1617,76.75,42.5,0.08080000000000129
1619,1619,83.0,42.875,0.08090000000000129
1621,1621,84.625,42.0,0.0810000000000013
1623,1623,83.25,43.875,0.0811000000000013
1625,1625,68.375,37.5,0.0812000000000013
1627,1627,78.5,43.0,0.0813000000000013
1629,1629,67.375,43.75,0.0814000000000013
1631,1631,79.125,39.75,0.08150000000000131
1633,1633,62.25,40.5,0.08160000000000131
1635,1635,80.375,45.0,0.08170000000000131
1637,1637,74.25,41.0,0.08180000000000132
1639,1639,67.875,39.25,0.08190000000000132
1641,1641,66.125,39.75,0.08200000000000132
1643,1643,84.875,44.875,0.08210000000000132
1645,1645,67.125,38.5,0.08220000000000133
1647,1647,76.5,44.25,0.08230000000000133
1649,1649,54.625,33.25,0.08240000000000133
1651,1651,73.25,41.25,0.08250000000000134
1653,1653,76.625,43.125,0.08260000000000134
1655,1655,75.75,37.75,0.08270000000000134
1657,1657,71.5,38.75,0.08280000000000134
1659,1659,67.125,36.625,0.08290000000000135
1661,1661,64.0,39.375,0.08300000000000135
1663,1663,67.375,40.125,0.08310000000000135
1665,1665,70.875,42.875,0.08320000000000136
1667,1667,70.75,44.875,0.08330000000000136
1669,1669,62.625,35.0,0.08340000000000136
1671,1671,66.25,37.875,0.08350000000000136
1673,1673,78.375,50.375,0.08360000000000137
1675,1675,76.125,43.125,0.08370000000000137
1677,1677,64.125,38.625,0.08380000000000137
1679,1679,63.75,38.5,0.08390000000000138
1681,1681,75.75,39.875,0.08400000000000138
1683,1683,73.875,38.75,0.08410000000000138
1685,1685,78.875,40.75,0.08420000000000138
1687,1687,68.375,42.375,0.08430000000000139
1689,1689,67.875,40.0,0.08440000000000139
1691,1691,80.0,41.5,0.0845000000000014
1693,1693,78.125,44.75,0.0846000000000014
1695,1695,88.375,43.375,0.0847000000000014
1697,1697,70.625,39.375,0.0848000000000014
1699,1699,75.625,42.625,0.0849000000000014
1701,1701,66.125,34.875,0.08500000000000141
1703,1703,81.875,43.5,0.08510000000000141
1705,1705,78.75,43.25,0.08520000000000141
1707,1707,92.25,49.5,0.08530000000000142
1709,1709,91.625,43.0,0.08540000000000142
1711,1711,92.125,45.25,0.08550000000000142
1713,1713,82.5,41.625,0.08560000000000142
1715,1715,78.5,43.75,0.08570000000000143
1717,1717,78.25,47.0,0.08580000000000143
1719,1719,74.125,42.0,0.08590000000000143
1721,1721,73.125,37.75,0.08600000000000144
1723,1723,80.0,39.5,0.08610000000000144
1725,1725,64.5,38.25,0.08620000000000144
1727,1727,68.125,38.25,0.08630000000000144
1729,1729,48.25,32.875,0.08640000000000145
1731,1731,83.75,49.375,0.08650000000000145
1733,1733,59.0,36.375,0.08660000000000145
1735,1735,64.125,40.625,0.08670000000000146
1737,1737,63.125,36.375,0.08680000000000146
1739,1739,68.5,38.75,0.08690000000000146
1741,1741,75.375,44.625,0.08700000000000147
1743,1743,71.875,39.0,0.08710000000000147
1745,1745,72.375,42.375,0.08720000000000147
1747,1747,78.0,45.875,0.08730000000000147
1749,1749,74.125,44.375,0.08740000000000148
1751,1751,63.75,38.5,0.08750000000000148
1753,1753,82.125,48.5,0.08760000000000148
1755,1755,75.75,41.875,0.08770000000000149
1757,1757,89.5,46.0,0.08780000000000149
1759,1759,84.25,49.0,0.08790000000000149
1761,1761,88.25,44.875,0.0880000000000015
1763,1763,88.25,46.75,0.0881000000000015
1765,1765,61.125,36.0,0.0882000000000015
1767,1767,100.625,48.625,0.0883000000000015
1769,1769,63.25,42.25,0.0884000000000015
1771,1771,55.625,42.875,0.08850000000000151
1773,1773,86.75,47.75,0.08860000000000151
1775,1775,84.125,47.25,0.08870000000000151
1777,1777,82.0,48.5,0.08880000000000152
1779,1779,75.125,44.625,0.08890000000000152
1781,1781,57.25,46.25,0.08900000000000152
1783,1783,121.5,56.625,0.08910000000000153
1785,1785,88.5,47.25,0.08920000000000153
1787,1787,85.25,53.0,0.08930000000000153
1789,1789,93.75,47.875,0.08940000000000153
1791,1791,84.375,48.625,0.08950000000000154
1793,1793,72.25,40.75,0.08960000000000154
1795,1795,84.625,40.375,0.08970000000000154
1797,1797,84.25,48.5,0.08980000000000155
1799,1799,83.625,45.0,0.08990000000000155
1801,1801,71.75,44.25,0.09000000000000155
1803,1803,60.25,41.625,0.09010000000000155
1805,1805,84.375,46.875,0.09020000000000156
1807,1807,66.875,44.25,0.09030000000000156
1809,1809,92.375,45.375,0.09040000000000156
1811,1811,80.75,42.25,0.09050000000000157
1813,1813,72.625,43.25,0.09060000000000157
1815,1815,81.75,51.875,0.09070000000000157
1817,1817,68.0,38.75,0.09080000000000157
1819,1819,72.625,38.375,0.09090000000000158
1821,1821,69.5,42.0,0.09100000000000158
1823,1823,81.0,49.875,0.09110000000000158
1825,1825,74.625,44.375,0.09120000000000159
1827,1827,75.125,40.125,0.09130000000000159
1829,1829,87.375,45.25,0.09140000000000159
1831,1831,87.125,48.5,0.0915000000000016
1833,1833,82.25,47.625,0.0916000000000016
1835,1835,63.875,37.5,0.0917000000000016
1837,1837,65.375,43.75,0.0918000000000016
1839,1839,63.875,42.25,0.0919000000000016
1841,1841,68.375,41.75,0.09200000000000161
1843,1843,63.0,42.0,0.09210000000000161
1845,1845,64.125,43.375,0.09220000000000161
1847,1847,59.5,41.25,0.09230000000000162
1849,1849,62.25,46.875,0.09240000000000162
1851,1851,53.375,38.75,0.09250000000000162
1853,1853,69.25,41.375,0.09260000000000163
1855,1855,60.5,37.0,0.09270000000000163
1857,1857,49.875,34.125,0.09280000000000163
1859,1859,54.875,36.5,0.09290000000000163
1861,1861,67.625,38.375,0.09300000000000164
1863,1863,54.375,35.75,0.09310000000000164
1865,1865,71.125,50.125,0.09320000000000164
1867,1867,73.75,40.875,0.09330000000000165
1869,1869,59.25,37.25,0.09340000000000165
1871,1871,67.125,37.875,0.09350000000000165
1873,1873,53.875,38.75,0.09360000000000165
1875,1875,52.0,37.5,0.09370000000000166
1877,1877,56.125,36.125,0.09380000000000166
1879,1879,62.5,38.875,0.09390000000000166
1881,1881,51.25,34.0,0.09400000000000167
1883,1883,73.875,44.25,0.09410000000000167
1885,1885,54.375,37.125,0.09420000000000167
1887,1887,64.0,49.125,0.09430000000000167
1889,1889,70.75,47.5,0.09440000000000168
1891,1891,77.625,52.125,0.09450000000000168
1893,1893,53.375,43.125,0.09460000000000168
1895,1895,68.75,44.5,0.09470000000000169
1897,1897,56.625,40.25,0.09480000000000169
1899,1899,73.375,45.125,0.09490000000000169
1901,1901,61.5,45.875,0.0950000000000017
1903,1903,59.0,42.375,0.0951000000000017
1905,1905,59.875,37.0,0.0952000000000017
1907,1907,61.0,39.0,0.0953000000000017
1909,1909,79.125,48.0,0.0954000000000017
1911,1911,62.75,42.75,0.09550000000000171
1913,1913,81.125,48.125,0.09560000000000171
1915,1915,69.0,42.0,0.09570000000000171
1917,1917,75.375,43.875,0.09580000000000172
1919,1919,77.0,43.875,0.09590000000000172
1921,1921,73.375,46.5,0.09600000000000172
1923,1923,66.5,45.25,0.09610000000000173
1925,1925,63.0,42.25,0.09620000000000173
1927,1927,76.0,47.25,0.09630000000000173
1929,1929,74.0,49.0,0.09640000000000173
1931,1931,83.5,54.75,0.09650000000000174
1933,1933,69.5,43.0,0.09660000000000174
1935,1935,78.5,50.0,0.09670000000000174
1937,1937,74.5,43.125,0.09680000000000175
1939,1939,78.375,47.25,0.09690000000000175
1941,1941,76.75,47.5,0.09700000000000175
1943,1943,84.125,47.0,0.09710000000000175
1945,1945,93.375,50.0,0.09720000000000176
1947,1947,77.875,44.875,0.09730000000000176
1949,1949,102.125,55.625,0.09740000000000176
1951,1951,58.25,44.25,0.09750000000000177
1953,1953,75.125,41.75,0.09760000000000177
1955,1955,66.125,44.25,0.09770000000000177
1957,1957,79.0,49.75,0.09780000000000177
1959,1959,70.625,41.5,0.09790000000000178
1961,1961,69.625,40.125,0.09800000000000178
1963,1963,88.25,47.625,0.09810000000000178
1965,1965,82.625,48.75,0.09820000000000179
1967,1967,73.5,42.875,0.09830000000000179
1969,1969,73.375,43.375,0.09840000000000179
1971,1971,84.5,44.875,0.0985000000000018
1973,1973,68.5,48.5,0.0986000000000018
1975,1975,86.375,51.375,0.0987000000000018
1977,1977,80.875,49.75,0.0988000000000018
1979,1979,95.125,53.125,0.0989000000000018
1981,1981,67.5,49.0,0.09900000000000181
1983,1983,82.375,46.875,0.09910000000000181
1985,1985,86.75,58.5,0.09920000000000181
1987,1987,66.625,39.375,0.09930000000000182
1989,1989,75.25,42.875,0.09940000000000182
1991,1991,87.0,49.375,0.09950000000000182
1993,1993,89.375,47.875,0.09960000000000183
1995,1995,79.5,45.75,0.09970000000000183
1997,1997,73.875,45.0,0.09980000000000183
1999,1999,92.125,49.5,0.09990000000000183
2001,2001,69.25,44.5,0.10000000000000184
